Paper_Name,Year,Citation_Number,Author_Name,Snippet,Link
Revenue maximization with a single sample,2010,307,Peerapong Dhangwatnotai/Tim Roughgarden/Qiqi Yan,"We design and analyze approximately revenue-maximizing auctions in general single-parameter settings. Bidders have publicly observable attributes, and we assume that the valuations of indistinguishable bidders are independent draws from a common distribution. Crucially, we assume all valuation distributions are a priori unknown to the seller. Despite this handicap, we show how to obtain approximately optimal expected revenue-nearly as large as what could be obtained if the distributions were known in advance-under quite …",https://dl.acm.org/doi/abs/10.1145/1807342.1807364
Robust mechanisms for risk-averse sellers,2010,18,Mukund Sundararajan/Qiqi Yan,"The existing literature on optimal auctions focuses on optimizing the expected revenue of the seller, and is appropriate for risk-neutral sellers. In this paper, we identify good mechanisms for risk-averse sellers. As is standard in the economics literature, we model the risk-aversion of a seller by endowing the seller with a monotone concave utility function. We then seek robust mechanisms that are approximately optimal for all sellers, no matter what their levels of risk-aversion are. We have two main results for multi-unit auctions with unit …",https://dl.acm.org/doi/abs/10.1145/1807342.1807365
The power of randomness in bayesian optimal mechanism design,2010,181,Shuchi Chawla/David L. Malec/Balasubramanian Sivan,"We investigate the power of randomness in the context of a fundamental Bayesian optimal mechanism design problem-a single seller aims to maximize expected revenue by allocating multiple kinds of resources to"" unit-demand"" agents with preferences drawn from a known distribution. When the agents' preferences are single-dimensional Myerson's seminal work [14] shows that randomness offers no benefit-the optimal mechanism is always deterministic. In the multi-dimensional case, where each agent's preferences are given by …",https://dl.acm.org/doi/abs/10.1145/1807342.1807366
Envy-free makespan approximation: extended abstract,2010,13,Edith Cohen/Michal Feldman/Amos Fiat/Haim Kaplan/Svetlana Olonetsky,Missing,Missing
Approximate privacy: foundations and quantification (extended abstract),2010,40,Joan Feigenbaum/Aaron D. Jaggard/Michael Schapira,Missing,Missing
Better vaccination strategies for better people,2010,69,Po-An Chen/Mary David/David Kempe,"In this paper, we study the vaccination of graphs against the outbreak of infectious diseases, in the following natural model generalizing a model by Aspnes et al.: An infectious disease breaks out at a random node of the graph and propagates along the edges of the graph. Vaccinated nodes cannot be infected, nor pass on the infection, whereas all other nodes do. The decisions on which nodes get vaccinated must be made before the random outbreak location is known. There is a cost associated with vaccination and a different cost with …",https://dl.acm.org/doi/abs/10.1145/1807342.1807370
A new understanding of prediction markets via no-regret learning,2010,121,Yiling Chen/Jennifer Wortman Vaughan,"We explore the striking mathematical connections that exist between market scoring rules, cost function based prediction markets, and no-regret learning. We first show that any cost function based prediction market can be interpreted as an algorithm for the commonly studied problem of learning from expert advice by equating the set of outcomes on which bets are placed in the market with the set of experts in the learning setting, and equating trades made in the market with losses observed by the learning algorithm. If the loss of the …",https://dl.acm.org/doi/abs/10.1145/1807342.1807372
Information aggregation in smooth markets,2010,18,Krishnamurthy Iyer/Ramesh Johari/Ciamac Cyrus Moallemi,"Recent years have seen extensive investigation of the information aggregation properties of prediction markets. However, relatively little is known about conditions under which a market will aggregate the private information of rational risk averse traders who optimize their portfolios over time; in particular, what features of a market encourage traders to ultimately reveal their private information through trades? We consider a market model involving finitely many informed risk-averse traders interacting with a market maker. Our main result …",https://dl.acm.org/doi/abs/10.1145/1807342.1807373
Aggregation and manipulation in prediction markets: effects of trading mechanism and information distribution,2010,68,Lian Jian/Rahul Sami,"We conduct laboratory experiments on variants of market scoring rules prediction markets, under different information distribution patterns, in order to evaluate the efficiency and speed of information aggregation, as well as test recent theoretical results on manipulative behavior by traders. We find that markets structured to have a fixed sequence of trades exhibit greater accuracy of information aggregation than the typical form that has unstructured trades. Prior theoretical predictions of differing strategic behavior under …",https://dl.acm.org/doi/abs/10.1145/1807342.1807374
The labor economics of paid crowdsourcing,2010,896,John Joseph Horton/Lydia B. Chilton,"We present a model of workers supplying labor to paid crowdsourcing projects. We also introduce a novel method for estimating a worker's reservation wage-the key parameter in our labor supply model. We tested our model by presenting experimental subjects with real-effort work scenarios that varied in the offered payment and difficulty. As predicted, subjects worked less when the pay was lower. However, they did not work less when the task was more time-consuming. Interestingly, at least some subjects appear to be"" target earners,"" …",https://dl.acm.org/doi/abs/10.1145/1807342.1807376
Assessing regret-based preference elicitation with the UTPREF recommendation system,2010,47,Darius Braziunas/Craig Boutilier,"Product recommendation and decision support systems must generally develop a model of user preferences by querying or otherwise interacting with a user. Recent approaches to elicitation using minimax regret have proven to be very powerful in simulation. In this work, we test both the effectiveness of regret-based elicitation, and user comprehension and acceptance of minimax regret in user studies. We report on a study involving 40 users interacting with the UTPref Recommendation System, which helps students navigate and …",https://dl.acm.org/doi/abs/10.1145/1807342.1807377
